Nome Parlamentar;Partido;UF;Titular/Suplente/Efetivado;Endereço;Anexo;Endereço (continuação);Gabinete;Endereço (complemento);Telefone;Fax;Mês Aniversário;Dia Aniversário;Correio Eletrônico;Nome sem Acento;Tratamento;Nome Civil
Nilto Tatto;PT;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;502;Brasília - DF - CEP 70160-900;3215-5502;3215-2502;07;31;dep.niltotatto@camara.leg.br;Nilto Tatto;Exmo. Senhor Deputado;NILTO IGNACIO TATTO
Odair Cunha;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;556;Brasília - DF - CEP 70160-900;3215-5556;3215-2556;06;18;dep.odaircunha@camara.leg.br;Odair Cunha;Exmo. Senhor Deputado;ODAIR JOSÉ DA CUNHA
Olival Marques;MDB;PA;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;982;Brasília - DF - CEP 70160-900;3215-5982;3215-2982;01;09;dep.olivalmarques@camara.leg.br;Olival Marques;Exmo. Senhor Deputado;OLIVAL HENRIQUE MARQUES DE SOUZA
Orlando Silva;PCdoB;SP;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;217;Brasília - DF - CEP 70160-900;3215-5217;3215-2217;05;27;dep.orlandosilva@camara.leg.br;Orlando Silva;Exmo. Senhor Deputado;ORLANDO SILVA DE JESUS JUNIOR
Osmar Terra;MDB;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;927;Brasília - DF - CEP 70160-900;3215-5927;3215-2927;02;18;dep.osmarterra@camara.leg.br;Osmar Terra;Exmo. Senhor Deputado;OSMAR GASPARINI TERRA
Ossesio Silva;REPUBLICANOS;PE;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;402;Brasília - DF - CEP 70160-900;3215-5402;3215-2402;12;09;dep.ossesiosilva@camara.leg.br;Ossesio Silva;Exmo. Senhor Deputado;OSSESIO JOSE DA SILVA
Otoni de Paula;MDB;RJ;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;682;Brasília - DF - CEP 70160-900;3215-5682;3215-2682;11;22;dep.otonidepaula@camara.leg.br;Otoni de Paula;Exmo. Senhor Deputado;OTONI MOURA DE PAULO JUNIOR
Otto Alencar Filho;PSD;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;444;Brasília - DF - CEP 70160-900;3215-5444;3215-2444;07;07;dep.ottoalencarfilho@camara.leg.br;Otto Alencar Filho;Exmo. Senhor Deputado;OTTO ROBERTO MENDONÇA DE ALENCAR FILHO
Padovani;UNIÃO;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;923;Brasília - DF - CEP 70160-900;3215-5923;3215-2923;10;29;dep.padovani@camara.leg.br;Padovani;Exmo. Senhor Deputado;NELSON FERNANDO PADOVANI
Padre João;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;762;Brasília - DF - CEP 70160-900;3215-5762;3215-2762;02;28;dep.padrejoao@camara.leg.br;Padre Joao;Exmo. Senhor Deputado;JOÃO CARLOS SIQUEIRA
Pastor Claudio Mariano;UNIÃO;PA;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;236;Brasília - DF - CEP 70160-900;3215-5236;3215-2236;12;16;dep.pastorclaudiomariano@camara.leg.br;Pastor Claudio Mariano;Exmo. Senhor Deputado;CLAUDIO MARIANO SILVA
Pastor Diniz;UNIÃO;RR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;423;Brasília - DF - CEP 70160-900;3215-5423;3215-2423;03;21;dep.pastordiniz@camara.leg.br;Pastor Diniz;Exmo. Senhor Deputado;RAIMUNDO DINIZ ARAÚJO
Pastor Eurico;PL;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;906;Brasília - DF - CEP 70160-900;3215-5906;3215-2906;09;12;dep.pastoreurico@camara.leg.br;Pastor Eurico;Exmo. Senhor Deputado;FRANCISCO EURICO DA SILVA
Pastor Gil;PL;MA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;660;Brasília - DF - CEP 70160-900;3215-5660;3215-2660;11;08;dep.pastorgil@camara.leg.br;Pastor Gil;Exmo. Senhor Deputado;GILDENEMIR DE LIMA SOUSA
Pastor Henrique Vieira;PSOL;RJ;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;882;Brasília - DF - CEP 70160-900;3215-5882;3215-2882;04;15;dep.pastorhenriquevieira@camara.leg.br;Pastor Henrique Vieira;Exmo. Senhor Deputado;HENRIQUE DOS SANTOS VIEIRA LIMA
Pastor Sargento Isidório;AVANTE;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;817;Brasília - DF - CEP 70160-900;3215-5817;3215-2817;07;28;dep.pastorsargentoisidorio@camara.leg.br;Pastor Sargento Isidorio;Exmo. Senhor Deputado;MANOEL ISIDORIO DE SANTANA JUNIOR
Patrus Ananias;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;720;Brasília - DF - CEP 70160-900;3215-5720;3215-2720;01;26;dep.patrusananias@camara.leg.br;Patrus Ananias;Exmo. Senhor Deputado;PATRUS ANANIAS DE SOUZA
Pauderney Avelino;UNIÃO;AM;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;607;Brasília - DF - CEP 70160-900;3215-5607;3215-2607;09;24;dep.pauderneyavelino@camara.leg.br;Pauderney Avelino;Exmo. Senhor Deputado;PAUDERNEY TOMAZ AVELINO
Paulão;PT;AL;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;671;Brasília - DF - CEP 70160-900;3215-5671;3215-2671;09;15;dep.paulao@camara.leg.br;Paulao;Exmo. Senhor Deputado;PAULO FERNANDO DOS SANTOS
Paulinho da Força;SOLIDARIEDADE;SP;E;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;241;Brasília - DF - CEP 70160-900;3215-5241;3215-2241;02;24;dep.paulinhodaforca@camara.leg.br;Paulinho da Forca;Exmo. Senhor Deputado;PAULO PEREIRA DA SILVA
Paulo Abi-Ackel;PSDB;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;718;Brasília - DF - CEP 70160-900;3215-5718;3215-2718;06;21;dep.pauloabiackel@camara.leg.br;Paulo Abi-Ackel;Exmo. Senhor Deputado;PAULO ABI-ACKEL
Paulo Alexandre Barbosa;PSDB;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;937;Brasília - DF - CEP 70160-900;3215-5937;3215-2937;01;09;dep.pauloalexandrebarbosa@camara.leg.br;Paulo Alexandre Barbosa;Exmo. Senhor Deputado;PAULO ALEXANDRE PEREIRA BARBOSA
Paulo Azi;UNIÃO;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;422;Brasília - DF - CEP 70160-900;3215-5422;3215-2422;01;14;dep.pauloazi@camara.leg.br;Paulo Azi;Exmo. Senhor Deputado;PAULO VELLOSO DANTAS AZI
Paulo Folletto;PSB;ES;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;839;Brasília - DF - CEP 70160-900;3215-5839;3215-2839;04;30;dep.paulofolletto@camara.leg.br;Paulo Folletto;Exmo. Senhor Deputado;PAULO ROBERTO FOLLETTO
Paulo Freire Costa;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;416;Brasília - DF - CEP 70160-900;3215-5416;3215-2416;02;14;dep.paulofreirecosta@camara.leg.br;Paulo Freire Costa;Exmo. Senhor Deputado;PAULO ROBERTO FREIRE DA COSTA
Paulo Guedes;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;833;Brasília - DF - CEP 70160-900;3215-5833;3215-2833;10;01;dep.pauloguedes@camara.leg.br;Paulo Guedes;Exmo. Senhor Deputado;PAULO JOSE CARLOS GUEDES
Paulo Litro;PSD;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;612;Brasília - DF - CEP 70160-900;3215-5612;3215-2612;10;30;dep.paulolitro@camara.leg.br;Paulo Litro;Exmo. Senhor Deputado;PAULO HENRIQUE COLETTI FERNANDES
Paulo Magalhães;PSD;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;903;Brasília - DF - CEP 70160-900;3215-5903;3215-2903;11;28;dep.paulomagalhaes@camara.leg.br;Paulo Magalhaes;Exmo. Senhor Deputado;PAULO SÉRGIO PARANHOS DE MAGALHÃES
Pedro Aihara;PRD;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;323;Brasília - DF - CEP 70160-900;3215-5323;3215-2323;02;16;dep.pedroaihara@camara.leg.br;Pedro Aihara;Exmo. Senhor Deputado;PEDRO DOSHIKAZU PIANCHAO AIHARA
Pedro Campos;PSB;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;846;Brasília - DF - CEP 70160-900;3215-5846;3215-2846;10;28;dep.pedrocampos@camara.leg.br;Pedro Campos;Exmo. Senhor Deputado;PEDRO HENRIQUE DE A. L. C. CAMPOS
Pedro Lucas Fernandes;UNIÃO;MA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;814;Brasília - DF - CEP 70160-900;3215-5814;3215-2814;11;01;dep.pedrolucasfernandes@camara.leg.br;Pedro Lucas Fernandes;Exmo. Senhor Deputado;PEDRO LUCAS ANDRADE FERNANDES RIBEIRO
Pedro Lupion;PP;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;812;Brasília - DF - CEP 70160-900;3215-5812;3215-2812;06;04;dep.pedrolupion@camara.leg.br;Pedro Lupion;Exmo. Senhor Deputado;PEDRO DEBONI LUPION MELLO
Pedro Paulo;PSD;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;727;Brasília - DF - CEP 70160-900;3215-5727;3215-2727;06;29;dep.pedropaulo@camara.leg.br;Pedro Paulo;Exmo. Senhor Deputado;PEDRO PAULO CARVALHO TEIXEIRA
Pedro Uczai;PT;SC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;229;Brasília - DF - CEP 70160-900;3215-5229;3215-2229;03;10;dep.pedrouczai@camara.leg.br;Pedro Uczai;Exmo. Senhor Deputado;PEDRO FRANCISCO UCZAI
Pedro Westphalen;PP;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;526;Brasília - DF - CEP 70160-900;3215-5526;3215-2526;12;19;dep.pedrowestphalen@camara.leg.br;Pedro Westphalen;Exmo. Senhor Deputado;PEDRO BANDARRA WESTPHALEN
Pezenti;MDB;SC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;801;Brasília - DF - CEP 70160-900;3215-5801;3215-2801;06;06;dep.pezenti@camara.leg.br;Pezenti;Exmo. Senhor Deputado;RAFAEL PEZENTI
Pinheirinho;PP;MG;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;685;Brasília - DF - CEP 70160-900;3215-5685;3215-2685;05;30;dep.pinheirinho@camara.leg.br;Pinheirinho;Exmo. Senhor Deputado;ANTÔNIO PINHEIRO NETO
Pompeo de Mattos;PDT;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;704;Brasília - DF - CEP 70160-900;3215-5704;3215-2704;07;12;dep.pompeodemattos@camara.leg.br;Pompeo de Mattos;Exmo. Senhor Deputado;DARCI POMPEO DE MATTOS
Pr. Marco Feliciano;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;254;Brasília - DF - CEP 70160-900;3215-5254;3215-2254;10;12;dep.pr.marcofeliciano@camara.leg.br;Pr. Marco Feliciano;Exmo. Senhor Deputado;MARCO ANTÔNIO FELICIANO
Prof. Reginaldo Veras;PV;DF;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;136;Brasília - DF - CEP 70160-900;3215-5136;3215-2136;01;02;dep.prof.reginaldoveras@camara.leg.br;Prof. Reginaldo Veras;Exmo. Senhor Deputado;Reginaldo Veras Coelho
Professor Alcides;PL;GO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;441;Brasília - DF - CEP 70160-900;3215-5441;3215-2441;10;25;dep.professoralcides@camara.leg.br;Professor Alcides;Exmo. Senhor Deputado;ALCIDES RIBEIRO FILHO
Professora Goreth;PDT;AP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;512;Brasília - DF - CEP 70160-900;3215-5512;3215-2512;09;09;dep.professoragoreth@camara.leg.br;Professora Goreth;Exma. Senhora Deputada;MARIA GORETH DA SILVA E SOUSA
Professora Luciene Cavalcante;PSOL;SP;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;617;Brasília - DF - CEP 70160-900;3215-5617;3215-2617;12;21;dep.professoralucienecavalcante@camara.leg.br;Professora Luciene Cavalcante;Exma. Senhora Deputada;LUCIENE CAVALCANTE DA SILVA
Rafael Brito;MDB;AL;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;462;Brasília - DF - CEP 70160-900;3215-5462;3215-2462;08;25;dep.rafaelbrito@camara.leg.br;Rafael Brito;Exmo. Senhor Deputado;RAFAEL DE GOES BRITO
Rafael Prudente;MDB;DF;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;260;Brasília - DF - CEP 70160-900;3215-5260;3215-2260;11;05;dep.rafaelprudente@camara.leg.br;Rafael Prudente;Exmo. Senhor Deputado;RAFAEL CAVALCANTI PRUDENTE
Rafael Simoes;UNIÃO;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;806;Brasília - DF - CEP 70160-900;3215-5806;3215-2806;11;29;dep.rafaelsimoes@camara.leg.br;Rafael Simoes;Exmo. Senhor Deputado;RAFAEL TADEU SIMÕES
Raimundo Costa;PODE;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;226;Brasília - DF - CEP 70160-900;3215-5226;3215-2226;03;09;dep.raimundocosta@camara.leg.br;Raimundo Costa;Exmo. Senhor Deputado;RAIMUNDO MAGALHÃES COSTA
Raimundo Santos;PSD;PA;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;787;Brasília - DF - CEP 70160-900;3215-5787;3215-2787;10;10;dep.raimundosantos@camara.leg.br;Raimundo Santos;Exmo. Senhor Deputado;RAIMUNDO JOSÉ PEREIRA DOS SANTOS
Reginaldo Lopes;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;426;Brasília - DF - CEP 70160-900;3215-5426;3215-2426;04;02;dep.reginaldolopes@camara.leg.br;Reginaldo Lopes;Exmo. Senhor Deputado;REGINALDO LÁZARO DE OLIVEIRA LOPES
Reginete Bispo;PT;RS;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;552;Brasília - DF - CEP 70160-900;3215-5552;3215-2552;01;23;dep.reginetebispo@camara.leg.br;Reginete Bispo;Exma. Senhora Deputada;REGINETE SOUZA BISPO
Reimont;PT;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;348;Brasília - DF - CEP 70160-900;3215-5348;3215-2348;09;02;dep.reimont@camara.leg.br;Reimont;Exmo. Senhor Deputado;REIMONT LUIZ OTONI SANTA BARBARA 
Reinhold Stephanes;PSD;PR;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;221;Brasília - DF - CEP 70160-900;3215-5221;3215-2221;07;26;dep.reinholdstephanes@camara.leg.br;Reinhold Stephanes;Exmo. Senhor Deputado;REINHOLD STEPHANES JUNIOR
Renata Abreu;PODE;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;717;Brasília - DF - CEP 70160-900;3215-5717;3215-2717;04;15;dep.renataabreu@camara.leg.br;Renata Abreu;Exma. Senhora Deputada;RENATA HELLMEISTER DE ABREU
Renilce Nicodemos;MDB;PA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;822;Brasília - DF - CEP 70160-900;3215-5822;3215-2822;12;08;dep.renilcenicodemos@camara.leg.br;Renilce Nicodemos;Exma. Senhora Deputada;RENILCE CONCEIÇÃO NICODEMOS DE ALBUQUERQUE
Renildo Calheiros;PCdoB;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;915;Brasília - DF - CEP 70160-900;3215-5915;3215-2915;04;20;dep.renildocalheiros@camara.leg.br;Renildo Calheiros;Exmo. Senhor Deputado;RENILDO VASCONCELOS CALHEIROS
Ribamar Silva;PSD;SP;E;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;904;Brasília - DF - CEP 70160-900;3215-5904;3215-2904;05;27;dep.ribamarsilva@camara.leg.br;Ribamar Silva;Exmo. Senhor Deputado;RIBAMAR ANTONIO DA SILVA
Ricardo Ayres;REPUBLICANOS;TO;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;119;Brasília - DF - CEP 70160-900;3215-5119;3215-2119;01;17;dep.ricardoayres@camara.leg.br;Ricardo Ayres;Exmo. Senhor Deputado;RICARDO AYRES DE CARVALHO
Ricardo Guidi;PL;SC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;407;Brasília - DF - CEP 70160-900;3215-5407;3215-2407;09;28;dep.ricardoguidi@camara.leg.br;Ricardo Guidi;Exmo. Senhor Deputado;RICARDO ZANATTA GUIDI
Ricardo Maia;MDB;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;805;Brasília - DF - CEP 70160-900;3215-5805;3215-2805;08;26;dep.ricardomaia@camara.leg.br;Ricardo Maia;Exmo. Senhor Deputado;RICARDO MAIA CHAVES DE SOUZA
Ricardo Salles;NOVO;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;458;Brasília - DF - CEP 70160-900;3215-5458;3215-2458;06;08;dep.ricardosalles@camara.leg.br;Ricardo Salles;Exmo. Senhor Deputado;RICARDO DE AQUINO SALLES
Robério Monteiro;PDT;CE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;652;Brasília - DF - CEP 70160-900;3215-5652;3215-2652;02;15;dep.roberiomonteiro@camara.leg.br;Roberio Monteiro;Exmo. Senhor Deputado;MARCOS ROBERIO RIBEIRO MONTEIRO
Roberta Roma;PL;BA;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;670;Brasília - DF - CEP 70160-900;3215-5670;3215-2670;05;11;dep.robertaroma@camara.leg.br;Roberta Roma;Exma. Senhora Deputada;Roberta de Araujo Costa Roma 
Roberto Duarte;REPUBLICANOS;AC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;827;Brasília - DF - CEP 70160-900;3215-5827;3215-2827;04;25;dep.robertoduarte@camara.leg.br;Roberto Duarte;Exmo. Senhor Deputado;ROBERTO DUARTE JUNIOR
Roberto Monteiro Pai;PL;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;316;Brasília - DF - CEP 70160-900;3215-5316;3215-2316;12;08;dep.robertomonteiropai@camara.leg.br;Roberto Monteiro Pai;Exmo. Senhor Deputado;ROBERTO LUIZ RODRIGUES DE OLIVEIRA
Robinson Faria;PL;RN;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;706;Brasília - DF - CEP 70160-900;3215-5706;3215-2706;04;12;dep.robinsonfaria@camara.leg.br;Robinson Faria;Exmo. Senhor Deputado;ROBINSON MESQUITA DE FARIA
Rodolfo Nogueira;PL;MS;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;129;Brasília - DF - CEP 70160-900;3215-5129;3215-2129;11;24;dep.rodolfonogueira@camara.leg.br;Rodolfo Nogueira;Exmo. Senhor Deputado;RODOLFO OLIVEIRA NOGUEIRA
Rodrigo da Zaeli;PL;MT;E;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;648;Brasília - DF - CEP 70160-900;3215-5648;3215-2648;11;26;dep.rodrigodazaeli@camara.leg.br;Rodrigo da Zaeli;Exmo. Senhor Deputado;RODRIGO LUGLI
Rodrigo de Castro;UNIÃO;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;701;Brasília - DF - CEP 70160-900;3215-5701;3215-2701;07;15;dep.rodrigodecastro@camara.leg.br;Rodrigo de Castro;Exmo. Senhor Deputado;RODRIGO BATISTA DE CASTRO
Rodrigo Estacho;PSD;PR;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;454;Brasília - DF - CEP 70160-900;3215-5454;3215-2454;01;16;dep.rodrigoestacho@camara.leg.br;Rodrigo Estacho;Exmo. Senhor Deputado;RODRIGO TLUSTIK VENEK
Rodrigo Gambale;PODE;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;939;Brasília - DF - CEP 70160-900;3215-5939;3215-2939;03;17;dep.rodrigogambale@camara.leg.br;Rodrigo Gambale;Exmo. Senhor Deputado;RODRIGO GAMBALE VIEIRA
Rodrigo Valadares;UNIÃO;SE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;945;Brasília - DF - CEP 70160-900;3215-5945;3215-2945;08;06;dep.rodrigovaladares@camara.leg.br;Rodrigo Valadares;Exmo. Senhor Deputado;RODRIGO SANTANA VALADARES
Rogéria Santos;REPUBLICANOS;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;338;Brasília - DF - CEP 70160-900;3215-5338;3215-2338;08;19;dep.rogeriasantos@camara.leg.br;Rogeria Santos;Exma. Senhora Deputada;ROGÉRIA DE ALMEIDA PEREIRA DOS SANTOS
Rogério Correia;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;614;Brasília - DF - CEP 70160-900;3215-5614;3215-2614;01;11;dep.rogeriocorreia@camara.leg.br;Rogerio Correia;Exmo. Senhor Deputado;ROGÉRIO CORREIA DE MOURA BAPTISTA
Romero Rodrigues;PODE;PB;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;610;Brasília - DF - CEP 70160-900;3215-5610;3215-2610;01;09;dep.romerorodrigues@camara.leg.br;Romero Rodrigues;Exmo. Senhor Deputado;ROMERO RODRIGUES VEIGA
Ronaldo Nogueira;REPUBLICANOS;RS;S;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;686;Brasília - DF - CEP 70160-900;3215-5686;3215-2686;04;25;dep.ronaldonogueira@camara.leg.br;Ronaldo Nogueira;Exmo. Senhor Deputado;RONALDO NOGUEIRA DE OLIVEIRA
Rosana Valle;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;529;Brasília - DF - CEP 70160-900;3215-5529;3215-2529;05;08;dep.rosanavalle@camara.leg.br;Rosana Valle;Exma. Senhora Deputada;ROSANA DE OLIVEIRA VALLE
Rosangela Moro;UNIÃO;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;434;Brasília - DF - CEP 70160-900;3215-5434;3215-2434;05;28;dep.rosangelamoro@camara.leg.br;Rosangela Moro;Exma. Senhora Deputada;ROSANGELA MARIA WOLFF DE QUADROS MORO
Rosângela Reis;PL;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;844;Brasília - DF - CEP 70160-900;3215-5844;3215-2844;04;18;dep.rosangelareis@camara.leg.br;Rosangela Reis;Exma. Senhora Deputada;ROSANGELA DE OLIVEIRA CAMPOS REIS
Roseana Sarney;MDB;MA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;734;Brasília - DF - CEP 70160-900;3215-5734;3215-2734;06;01;dep.roseanasarney@camara.leg.br;Roseana Sarney;Exma. Senhora Deputada;Roseana Sarney Murad
Rubens Otoni;PT;GO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;501;Brasília - DF - CEP 70160-900;3215-5501;3215-2501;02;06;dep.rubensotoni@camara.leg.br;Rubens Otoni;Exmo. Senhor Deputado;RUBENS OTONI GOMIDE
Rubens Pereira Júnior;PT;MA;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;773;Brasília - DF - CEP 70160-900;3215-5773;3215-2773;03;16;dep.rubenspereirajunior@camara.leg.br;Rubens Pereira Junior;Exmo. Senhor Deputado;RUBENS PEREIRA E SILVA JUNIOR
Rui Falcão;PT;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;819;Brasília - DF - CEP 70160-900;3215-5819;3215-2819;11;26;dep.ruifalcao@camara.leg.br;Rui Falcao;Exmo. Senhor Deputado;RUI GOETHE DA COSTA FALCÃO
Ruy Carneiro;PODE;PB;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;536;Brasília - DF - CEP 70160-900;3215-5536;3215-2536;08;17;dep.ruycarneiro@camara.leg.br;Ruy Carneiro;Exmo. Senhor Deputado;RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR
Sâmia Bomfim;PSOL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;642;Brasília - DF - CEP 70160-900;3215-5642;3215-2642;08;22;dep.samiabomfim@camara.leg.br;Samia Bomfim;Exma. Senhora Deputada;SAMIA DE SOUZA BOMFIM
Samuel Viana;REPUBLICANOS;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;627;Brasília - DF - CEP 70160-900;3215-5627;3215-2627;03;05;dep.samuelviana@camara.leg.br;Samuel Viana;Exmo. Senhor Deputado;SAMUEL JOSÉ RODRIGUES DE VIANA
Sanderson;PL;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;354;Brasília - DF - CEP 70160-900;3215-5354;3215-2354;12;01;dep.sanderson@camara.leg.br;Sanderson;Exmo. Senhor Deputado;UBIRATAN ANTUNES SANDERSON
Sargento Fahur;PSD;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;858;Brasília - DF - CEP 70160-900;3215-5858;3215-2858;11;06;dep.sargentofahur@camara.leg.br;Sargento Fahur;Exmo. Senhor Deputado;GILSON CARDOSO FAHUR
Sargento Gonçalves;PL;RN;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;569;Brasília - DF - CEP 70160-900;3215-5569;3215-2569;02;27;dep.sargentogoncalves@camara.leg.br;Sargento Goncalves;Exmo. Senhor Deputado;EVANDRO GONÇALVES DA SILVA JÚNIOR
Sargento Portugal;PODE;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;527;Brasília - DF - CEP 70160-900;3215-5527;3215-2527;08;26;dep.sargentoportugal@camara.leg.br;Sargento Portugal;Exmo. Senhor Deputado;JOSÉ PORTUGAL NETO
Saulo Pedroso;PSD;SP;E;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;820;Brasília - DF - CEP 70160-900;3215-5820;3215-2820;01;21;dep.saulopedroso@camara.leg.br;Saulo Pedroso;Exmo. Senhor Deputado;SAULO PEDROSO DE SOUZA
Sergio Souza;MDB;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;702;Brasília - DF - CEP 70160-900;3215-5702;3215-2702;03;13;dep.sergiosouza@camara.leg.br;Sergio Souza;Exmo. Senhor Deputado;SERGIO DE SOUZA
Sidney Leite;PSD;AM;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;770;Brasília - DF - CEP 70160-900;3215-5770;3215-2770;04;08;dep.sidneyleite@camara.leg.br;Sidney Leite;Exmo. Senhor Deputado;SIDNEY RICARDO DE OLIVEIRA LEITE
Silas Câmara;REPUBLICANOS;AM;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;532;Brasília - DF - CEP 70160-900;3215-5532;3215-2532;12;15;dep.silascamara@camara.leg.br;Silas Camara;Exmo. Senhor Deputado;SILAS CÂMARA
Silvia Cristina;PP;RO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;524;Brasília - DF - CEP 70160-900;3215-5524;3215-2524;01;15;dep.silviacristina@camara.leg.br;Silvia Cristina;Exma. Senhora Deputada;SILVIA CRISTINA AMANCIO CHAGAS
