"ano";"tipo_de_emenda";"autor_da_emenda";"numero_da_emenda";"localidade_do_gasto_regionalizacao";"funcao";"subfuncao";"programa_orcamentario";"acao_orcamentaria";"plano_orcamentario";"codigo_da_emenda";"valor_empenhado";"valor_liquidado";"valor_pago";"valor_restos_a_pagar_inscritos";"valor_restos_a_pagar_cancelados";"valor_restos_a_pagar_pagos";"x18";"autor_sanitized";"match_parlamentar";"nome_civil";"partido";"tipo"
2024;"Emenda Individual - Transferências com Finalidade Definida";"FERNANDA PESSOA";"0011";"CEARÁ (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";202443730011;1e+05;0;0;NA;0;0;NA;"FERNANDA PESSOA";"FERNANDA PESSOA";"FERNANDA ENEIDA PESSOA CARACAS DE SOUZA";"UNIÃO";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JANDIRA FEGHALI";"0010";"Nacional";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5135 - JUVENTUDE: DIREITOS, PARTICIPACAO E BEM VIVER";"217Y - GESTAO E FOMENTO DE POLITICAS PUBLICAS DE JUVENTUDE";"GESTAO E FOMENTO DE POLITICAS PUBLICAS DE JUVENTUDE - DESPESAS DIVERSAS";202417750010;1e+05;0;0;NA;0;0;NA;"JANDIRA FEGHALI";"JANDIRA FEGHALI";"JANDIRA FEGHALI";"PCdoB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JOAO DANIEL";"0003";"SERGIPE (UF)";"Organização agrária";"Promoção da produção agropecuária";"5636 - ABASTECIMENTO E SOBERANIA ALIMENTAR";"21B9 - PROMOCAO E FORTALECIMENTO DA COMERCIALIZACAO, DO ABASTECIMENTO, E DO ACESSO AOS MERCADOS PARA A AGRICULTURA FAMILIAR E POVOS E COMUNIDADES TRADICIONAIS";"PROMOCAO E FORTALECIMENTO DA COMERCIALIZACAO, DO ABASTECIMENTO, E DO ACESSO AOS MERCADOS PARA A AGRICULTURA FAMILIAR E POVOS E COMUNIDADES TRADICIONAIS - DESPESAS DIVERSAS";202436910003;1e+05;0;0;NA;0;0;NA;"JOAO DANIEL";"JOAO DANIEL";"JOAO SOMARIVA DANIEL";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LUCIANO VIEIRA";"0009";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";202444110009;1e+05;0;0;NA;0;0;NA;"LUCIANO VIEIRA";"LUCIANO VIEIRA";"LUCIANO VIEIRA MENDES";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LINCOLN PORTELA";"0008";"MINAS GERAIS (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";202435950008;1e+05;0;0;NA;0;0;NA;"LINCOLN PORTELA";"LINCOLN PORTELA";"LINCOLN DINIZ PORTELA";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ANDRE FERREIRA";"0004";"RECIFE - PE";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";202439130004;1e+05;1e+05;1e+05;NA;0;0;NA;"ANDRE FERREIRA";"ANDRE FERREIRA";"ANDRÉ FERREIRA RODRIGUES";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LUIZ PHILIPPE DE ORLEANS E BRAGANCA";"0014";"SÃO JOSÉ DOS CAMPOS - SP";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";202440360014;1e+05;0;0;NA;0;0;NA;"LUIZ PHILIPPE ORLEANS E BRAGANCA";"LUIZ PHILIPPE ORLEANS E BRAGANCA";"LUIZ PHILIPPE DE ORLEANS BRAGANÇA";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LAFAYETTE DE ANDRADA";"0003";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";202440290003;1e+05;0;0;NA;0;0;NA;"LAFAYETTE ANDRADA";"LAFAYETTE ANDRADA";"LAFAYETTE LUIZ DOORGAL DE ANDRADA";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ANDRE FERREIRA";"0008";"RECIFE - PE";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202439130008;1e+05;1e+05;1e+05;NA;0;0;NA;"ANDRE FERREIRA";"ANDRE FERREIRA";"ANDRÉ FERREIRA RODRIGUES";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ANDRE FIGUEIREDO";"0005";"CEARÁ (UF)";"Defesa nacional";"Normatização e fiscalização";"6112 - DEFESA NACIONAL";"21BY - FISCALIZACAO DA NAVEGACAO AQUAVIARIA";"FISCALIZACAO DA NAVEGACAO AQUAVIARIA - DESPESAS DIVERSAS";202420830005;1e+05;1e+05;1e+05;NA;0;0;NA;"ANDRE FIGUEIREDO";"ANDRE FIGUEIREDO";"ANDRÉ PEIXOTO FIGUEIREDO LIMA";"PDT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CARLOS SAMPAIO";"0011";"SÃO PAULO (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";202415270011;1e+05;0;0;NA;0;0;NA;"CARLOS SAMPAIO";"CARLOS SAMPAIO";"CARLOS HENRIQUE FOCESI SAMPAIO";"PSD";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"RAFAEL SIMOES";"0003";"UBERABA - MG";"Agricultura";"Promoção da produção agropecuária";"1144 - AGROPECUARIA SUSTENTAVEL";"20ZV - FOMENTO AO SETOR AGROPECUARIO";"FOMENTO AO SETOR AGROPECUARIO - DESPESAS DIVERSAS";202444540003;1e+05;95500;95500;NA;0;0;NA;"RAFAEL SIMOES";"RAFAEL SIMOES";"RAFAEL TADEU SIMÕES";"UNIÃO";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ERIKA KOKAY";"0021";"DISTRITO FEDERAL (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5837 - PROMOCAO DA CIDADANIA, DEFESA DE DIREITOS HUMANOS E REPARACAO DE VIOLACOES";"21G5 - PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS E REPARACAO DE VIOLACOES";"PROMOCAO E DEFESA DOS DIREITOS HUMANOS PARA TODOS E REPARACAO DE VIOLACOES - DESPESAS DIVERSAS";202428260021;1e+05;1e+05;1e+05;NA;0;0;NA;"ERIKA KOKAY";"ERIKA KOKAY";"ÉRIKA JUCÁ KOKAY";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"CAPITAO ALBERTO NETO";"0004";"Nacional";"Transporte";"Normatização e fiscalização";"3105 - PORTOS E TRANSPORTE AQUAVIARIO";"2090 - FISCALIZACAO DOS SERVICOS E DA EXPLORACAO DA INFRAESTRUTURA DO TRANSPORTE AQUAVIARIO";"FISCALIZACAO DOS SERVICOS E DA EXPLORACAO DA INFRAESTRUTURA DO TRANSPORTE AQUAVIARIO";202439260004;1e+05;82670,49;1e+05;NA;0;0;NA;"ALBERTO NETO";"ALBERTO NETO";"ALBERTO BARROS CAVALCANTE NETO";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ROGERIO MARINHO";"0012";"RIO GRANDE DO NORTE (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";202442760012;1e+05;0;0;NA;0;0;NA;"ROGERIO MARINHO";"ROGERIO MARINHO";NA;"PL";"senador"
2024;"Emenda Individual - Transferências com Finalidade Definida";"EUCLYDES PETTERSEN";"0002";"CENTRAL DE MINAS - MG";"Saúde";"Atenção básica";"5119 - ATENCAO PRIMARIA A SAUDE";"8581 - ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE E SAUDE BUCAL";"ESTRUTURACAO DA REDE DE SERVICOS DE ATENCAO PRIMARIA A SAUDE - DESPESAS DIVERSAS";202439780002;1e+05;1e+05;1e+05;NA;0;0;NA;"EUCLYDES PETTERSEN";"EUCLYDES PETTERSEN";"EUCLYDES MARCOS PETTERSEN NETO";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências Especiais";"ROBERTA ROMA";"0001";"DIAS D'ÁVILA - BA";"Encargos especiais";"Outras transferências";"0903 - OPERACOES ESPECIAIS: TRANSFERENCIAS CONSTITUCIONAIS E AS DECORRENTES DE LEGISLACAO ESPECIFICA";"0EC2 - TRANSFERENCIAS ESPECIAIS";"TRANSFERENCIAS ESPECIAIS";202444620001;1e+05;1e+05;1e+05;NA;0;0;NA;"ROBERTA ROMA";"ROBERTA ROMA";"Roberta de Araujo Costa Roma";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"PATRUS ANANIAS";"0007";"MINAS GERAIS (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";202414080007;1e+05;0;0;NA;0;0;NA;"PATRUS ANANIAS";"PATRUS ANANIAS";"PATRUS ANANIAS DE SOUZA";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ROBINSON FARIA";"0003";"RIO GRANDE DO NORTE (UF)";"Desporto e lazer";"Desporto comunitário";"5126 - ESPORTE PARA A VIDA";"20JP - DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL";"DESENVOLVIMENTO DE ATIVIDADES E APOIO A PROGRAMAS E PROJETOS DE ESPORTE AMADOR, EDUCACAO, LAZER E INCLUSAO SOCIAL - DESPESAS DIVERSAS";202444650003;1e+05;0;0;NA;0;0;NA;"ROBINSON FARIA";"ROBINSON FARIA";"ROBINSON MESQUITA DE FARIA";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ARLINDO CHINAGLIA";"0013";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";202431350013;1e+05;92690;92690;NA;0;0;NA;"ARLINDO CHINAGLIA";"ARLINDO CHINAGLIA";"ARLINDO CHIGNALIA JUNIOR";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"FELIPE CARRERAS";"0008";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"6148 - ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";"ASSISTENCIA MEDICA QUALIFICADA E GRATUITA A TODOS OS NIVEIS DA POPULACAO E DESENVOLVIMENTO DE ATIVIDADES EDUCACIONAIS E DE PESQUISA NO CAMPO DA SAUDE - REDE SARAH DE HOSPITAIS DE REABILITACAO";202431870008;1e+05;1e+05;1e+05;NA;0;0;NA;"FELIPE CARRERAS";"FELIPE CARRERAS";"FELIPE AUGUSTO LYRA CARRERAS";"PSB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"EROS BIONDINI";"0004";"Nacional";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";202427590004;1e+05;1e+05;1e+05;NA;0;0;NA;"EROS BIONDINI";"EROS BIONDINI";"EROS FERREIRA BIONDINI";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"MURILO GALDINO";"0008";"CAMPINA GRANDE - PB";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";202444360008;1e+05;1e+05;1e+05;NA;0;0;NA;"MURILO GALDINO";"MURILO GALDINO";"CÁSSIO MURILO GALDINO DE ARAÚJO";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"PR. MARCO FELICIANO";"0010";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202428120010;1e+05;1e+05;1e+05;NA;0;0;NA;"MARCO FELICIANO";"MARCO FELICIANO";"MARCO ANTÔNIO FELICIANO";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"STEFANO AGUIAR";"0015";"IBITIÚRA DE MINAS - MG";"Assistência social";"Assistência comunitária";"5131 - PROTECAO SOCIAL PELO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"219G - ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS)";"ESTRUTURACAO DA REDE DE SERVICOS DO SISTEMA UNICO DE ASSISTENCIA SOCIAL (SUAS) - DESPESAS DIVERSAS";202429240015;1e+05;1e+05;1e+05;NA;0;0;NA;"STEFANO AGUIAR";"STEFANO AGUIAR";"STEFANO AGUIAR DOS SANTOS";"PSD";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"JOAO DANIEL";"0007";"SERGIPE (UF)";"Gestão ambiental";"Controle ambiental";"1190 - QUALIDADE AMBIENTAL NAS CIDADES E NO CAMPO";"21A9 - IMPLEMENTACAO DE PROGRAMAS, PLANOS E ACOES PARA MELHORIA DA QUALIDADE AMBIENTAL";"IMPLEMENTACAO DE PROGRAMAS, PLANOS E ACOES PARA MELHORIA DA QUALIDADE AMBIENTAL";202436910007;1e+05;0;0;NA;0;0;NA;"JOAO DANIEL";"JOAO DANIEL";"JOAO SOMARIVA DANIEL";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LEONARDO MONTEIRO";"0005";"MINAS GERAIS (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";202414030005;1e+05;0;0;NA;0;0;NA;"LEONARDO MONTEIRO";"LEONARDO MONTEIRO";"JOSÉ LEONARDO COSTA MONTEIRO";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"MAURO BENEVIDES FILHO";"0004";"CEARÁ (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";202440460004;1e+05;0;0;NA;0;0;NA;"MAURO BENEVIDES FILHO";"MAURO BENEVIDES FILHO";"CARLOS MAURO BENEVIDES FILHO";"PDT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"EROS BIONDINI";"0010";"Nacional";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";202427590010;1e+05;0;0;NA;0;0;NA;"EROS BIONDINI";"EROS BIONDINI";"EROS FERREIRA BIONDINI";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"PAULAO";"0023";"Nacional";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";202429730023;1e+05;0;0;NA;0;0;NA;"PAULAO";"PAULAO";"PAULO FERNANDO DOS SANTOS";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ERIKA HILTON";"0023";"SÃO PAULO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";202443680023;1e+05;1e+05;1e+05;NA;0;0;NA;"ERIKA HILTON";"ERIKA HILTON";"ERIKA SANTOS SILVA";"PSOL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"DAYANY BITTENCOURT";"0007";"CEARÁ (UF)";"Cultura";"Difusão cultural";"5125 - DIREITO A CULTURA";"20ZF - PROMOCAO E FOMENTO A CULTURA BRASILEIRA";"PROMOCAO E FOMENTO A CULTURA BRASILEIRA - DESPESAS DIVERSAS";202443400007;1e+05;0;0;NA;0;0;NA;"DAYANY BITTENCOURT";"DAYANY BITTENCOURT";"DAYANY BITTENCOURT SANTIL";"UNIÃO";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"LIDICE DA MATA";"0023";"BAHIA (UF)";"Saúde";"Desenvolvimento científico";"5120 - PESQUISA, DESENVOLVIMENTO, INOVACAO, PRODUCAO E AVALIACAO DE TECNOLOGIAS EM SAUDE";"21BF - PESQUISA, DESENVOLVIMENTO TECNOLOGICO E INOVACAO EM SAUDE";"PESQUISA, DESENVOLVIMENTO TECNOLOGICO E INOVACAO EM SAUDE - DESPESAS DIVERSAS";202424680023;1e+05;0;0;NA;0;0;NA;"LIDICE MATA";"LIDICE MATA";"LÍDICE DA MATA E SOUZA";"PSB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"REGINALDO LOPES";"0001";"MINAS GERAIS (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";202414110001;1e+05;0;0;NA;0;0;NA;"REGINALDO LOPES";"REGINALDO LOPES";"REGINALDO LÁZARO DE OLIVEIRA LOPES";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ELY SANTOS";"0015";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"2E90 - INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS";"INCREMENTO TEMPORARIO AO CUSTEIO DOS SERVICOS DE ASSISTENCIA HOSPITALAR E AMBULATORIAL PARA CUMPRIMENTO DE METAS - DESPESAS DIVERSAS";202442290015;1e+05;1e+05;1e+05;NA;0;0;NA;"ELY SANTOS";"ELY SANTOS";"ELIANE DE SOUSA ALVES";"REPUBLICANOS";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ERIKA KOKAY";"0014";"DISTRITO FEDERAL (UF)";"Trabalho";"Fomento ao trabalho";"4006 - ECONOMIA POPULAR E SOLIDARIA SUSTENTAVEIS";"215F - FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO";"FOMENTO E FORTALECIMENTO DA ECONOMIA SOLIDARIA, ASSOCIATIVISMO E COOPERATIVISMO";202428260014;1e+05;1e+05;1e+05;NA;0;0;NA;"ERIKA KOKAY";"ERIKA KOKAY";"ÉRIKA JUCÁ KOKAY";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"RUY CARNEIRO";"0015";"Nacional";"Segurança pública";"Policiamento";"5116 - SEGURANCA PUBLICA COM CIDADANIA";"2723 - POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO";"POLICIAMENTO, FISCALIZACAO, ENFRENTAMENTO A CRIMINALIDADE E CORRUPCAO - DESPESAS DIVERSAS";202427150015;1e+05;0;0;NA;0;0;NA;"RUY CARNEIRO";"RUY CARNEIRO";"RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR";"PODE";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ANDRE FERREIRA";"0009";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"5118 - ATENCAO ESPECIALIZADA A SAUDE";"8535 - ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE";"ESTRUTURACAO DE UNIDADES DE ATENCAO ESPECIALIZADA EM SAUDE - DESPESAS DIVERSAS";202439130009;1e+05;0;0;NA;0;0;NA;"ANDRE FERREIRA";"ANDRE FERREIRA";"ANDRÉ FERREIRA RODRIGUES";"PL";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"ALCEU MOREIRA";"0004";"RIO GRANDE DO SUL (UF)";"Assistência social";"Assistência comunitária";"5134 - CUIDADO E ACOLHIMENTO DE USUARIOS E DEPENDENTES DE ALCOOL E OUTRAS DROGAS";"21FR - APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";"APOIO E ACOLHIMENTO OBJETIVANDO A REINSERCAO DE USUARIOS E DEPENDENTES DE ALCOOL E DROGAS";202428580004;1e+05;0;0;NA;0;0;NA;"ALCEU MOREIRA";"ALCEU MOREIRA";"ALCEU MOREIRA DA SILVA";"MDB";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"RUBENS OTONI";"0015";"Nacional";"Trabalho";"Desenvolvimento científico";"2310 - PROMOCAO DO TRABALHO DECENTE, EMPREGO E RENDA";"20YY - ESTUDOS, PESQUISAS E GERACAO DE INFORMACOES SOBRE TRABALHO, EMPREGO E RENDA";"ESTUDOS, PESQUISAS E GERACAO DE INFORMACOES SOBRE TRABALHO, EMPREGO E RENDA - DESPESAS DIVERSAS";202419600015;1e+05;1e+05;1e+05;NA;0;0;NA;"RUBENS OTONI";"RUBENS OTONI";"RUBENS OTONI GOMIDE";"PT";"deputado"
2024;"Emenda Individual - Transferências com Finalidade Definida";"MENDONCA FILHO";"0012";"PERNAMBUCO (UF)";"Direitos da cidadania";"Direitos individuais, coletivos e difusos";"5115 - PROMOCAO DO ACESSO A JUSTICA E DA DEFESA DOS DIREITOS";"20I7 - PROMOCAO DA POLITICA NACIONAL DE JUSTICA";"PROMOCAO DA POLITICA NACIONAL DE JUSTICA - DESPESAS DIVERSAS";202432990012;1e+05;0;0;NA;0;0;NA;"MENDONCA FILHO";"MENDONCA FILHO";"JOSÉ MENDONÇA BEZERRA FILHO";"UNIÃO";"deputado"
